Title,"HE student enrolment FTE by HE provider, level of study and academic year","","","","",""
Location,UK,"","","","",""
Academic years,2014/15 to 2020/21,"","","","",""
Data source,HESA,"","","","",""
Data collection,"051, 054","","","","",""
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,"","","","",""
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,"","","","",""
Licence,Creative Commons Attribution 4.0 International Licence,"","","","",""
Code page,Unicode UTF-8,"","","","",""
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,"","","","",""
Table 2014/15 total,1902320,"","","","",""
Table 2015/16 total,1933915,"","","","",""
Table 2016/17 total,1985695,"","","","",""
Table 2017/18 total,2035365,"","","","",""
Table 2018/19 total,2076095,"","","","",""
Table 2019/20 total,2147900,"","","","",""
Table 2020/21 total,2286840,"","","","",""
"","","","","","",""
Last updated,February 22,"","","","",""
"","","","","","",""
UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,Level of study,Number
10000975,Buckinghamshire New University,England,All,2017/18,Postgraduate (taught),355
10000975,Buckinghamshire New University,England,All,2017/18,First degree,6245
10000975,Buckinghamshire New University,England,All,2017/18,Other undergraduate,665
10000975,Buckinghamshire New University,England,All,2017/18,Total,7285
10000975,Buckinghamshire New University,England,South East,2016/17,Postgraduate (research),25
10000975,Buckinghamshire New University,England,South East,2016/17,Postgraduate (taught),365
10000975,Buckinghamshire New University,England,South East,2016/17,First degree,5860
10000975,Buckinghamshire New University,England,South East,2016/17,Other undergraduate,775
10000975,Buckinghamshire New University,England,South East,2016/17,Total,7020
10000975,Buckinghamshire New University,All,South East,2016/17,Postgraduate (research),25
10000975,Buckinghamshire New University,All,South East,2016/17,Postgraduate (taught),365
10000975,Buckinghamshire New University,All,South East,2016/17,First degree,5860
10000975,Buckinghamshire New University,All,South East,2016/17,Other undergraduate,775
10000975,Buckinghamshire New University,All,South East,2016/17,Total,7020
10000975,Buckinghamshire New University,All,All,2016/17,Postgraduate (research),25
10000975,Buckinghamshire New University,All,All,2016/17,Postgraduate (taught),365
10000975,Buckinghamshire New University,All,All,2016/17,First degree,5860
10000975,Buckinghamshire New University,All,All,2016/17,Other undergraduate,775
10000975,Buckinghamshire New University,All,All,2016/17,Total,7020
10000975,Buckinghamshire New University,England,All,2016/17,Postgraduate (research),25
10000975,Buckinghamshire New University,England,All,2016/17,Postgraduate (taught),365
10000975,Buckinghamshire New University,England,All,2016/17,First degree,5860
10000975,Buckinghamshire New University,England,All,2016/17,Other undergraduate,775
10000975,Buckinghamshire New University,England,All,2016/17,Total,7020
10000975,Buckinghamshire New University,England,South East,2015/16,Postgraduate (research),30
10000975,Buckinghamshire New University,England,South East,2015/16,Postgraduate (taught),400
10000975,Buckinghamshire New University,England,South East,2015/16,First degree,5710
10000975,Buckinghamshire New University,England,South East,2015/16,Other undergraduate,865
10000975,Buckinghamshire New University,England,South East,2015/16,Total,7000
10000975,Buckinghamshire New University,All,South East,2015/16,Postgraduate (research),30
10000975,Buckinghamshire New University,All,South East,2015/16,Postgraduate (taught),400
10000975,Buckinghamshire New University,All,South East,2015/16,First degree,5710
10000975,Buckinghamshire New University,All,South East,2015/16,Other undergraduate,865
10000975,Buckinghamshire New University,All,South East,2015/16,Total,7000
10000975,Buckinghamshire New University,All,All,2015/16,Postgraduate (research),30
10000975,Buckinghamshire New University,All,All,2015/16,Postgraduate (taught),400
10000975,Buckinghamshire New University,All,All,2015/16,First degree,5710
10000975,Buckinghamshire New University,All,All,2015/16,Other undergraduate,865
10000975,Buckinghamshire New University,All,All,2015/16,Total,7000
10000975,Buckinghamshire New University,England,All,2015/16,Postgraduate (research),30
10000975,Buckinghamshire New University,England,All,2015/16,Postgraduate (taught),400
10000975,Buckinghamshire New University,England,All,2015/16,First degree,5710
10000975,Buckinghamshire New University,England,All,2015/16,Other undergraduate,865
10000975,Buckinghamshire New University,England,All,2015/16,Total,7000
10000975,Buckinghamshire New University,England,South East,2014/15,Postgraduate (research),30
10000975,Buckinghamshire New University,England,South East,2014/15,Postgraduate (taught),435
10000975,Buckinghamshire New University,England,South East,2014/15,First degree,5595
10000975,Buckinghamshire New University,England,South East,2014/15,Other undergraduate,1150
10000975,Buckinghamshire New University,England,South East,2014/15,Total,7210
10000975,Buckinghamshire New University,All,South East,2014/15,Postgraduate (research),30
10000975,Buckinghamshire New University,All,South East,2014/15,Postgraduate (taught),435
10000975,Buckinghamshire New University,All,South East,2014/15,First degree,5595
10000975,Buckinghamshire New University,All,South East,2014/15,Other undergraduate,1150
10000975,Buckinghamshire New University,All,South East,2014/15,Total,7210
10000975,Buckinghamshire New University,All,All,2014/15,Postgraduate (research),30
10000975,Buckinghamshire New University,All,All,2014/15,Postgraduate (taught),435
10000975,Buckinghamshire New University,All,All,2014/15,First degree,5595
10000975,Buckinghamshire New University,All,All,2014/15,Other undergraduate,1150
10000975,Buckinghamshire New University,All,All,2014/15,Total,7210
10000975,Buckinghamshire New University,England,All,2014/15,Postgraduate (research),30
10000975,Buckinghamshire New University,England,All,2014/15,Postgraduate (taught),435
10000975,Buckinghamshire New University,England,All,2014/15,First degree,5595
10000975,Buckinghamshire New University,England,All,2014/15,Other undergraduate,1150
10000975,Buckinghamshire New University,England,All,2014/15,Total,7210
10007787,The University of Buckingham,England,South East,2020/21,Postgraduate (research),190
10007787,The University of Buckingham,England,South East,2020/21,Postgraduate (taught),1070
10007787,The University of Buckingham,England,South East,2020/21,First degree,1775
10007787,The University of Buckingham,England,South East,2020/21,Other undergraduate,20
10007787,The University of Buckingham,England,South East,2020/21,Total,3055
10007787,The University of Buckingham,All,South East,2020/21,Postgraduate (research),190
10007787,The University of Buckingham,All,South East,2020/21,Postgraduate (taught),1070
10007787,The University of Buckingham,All,South East,2020/21,First degree,1775
10007787,The University of Buckingham,All,South East,2020/21,Other undergraduate,20
10007787,The University of Buckingham,All,South East,2020/21,Total,3055
10007787,The University of Buckingham,All,All,2020/21,Postgraduate (research),190
10007787,The University of Buckingham,All,All,2020/21,Postgraduate (taught),1070
10007787,The University of Buckingham,All,All,2020/21,First degree,1775
10007787,The University of Buckingham,All,All,2020/21,Other undergraduate,20
10007787,The University of Buckingham,All,All,2020/21,Total,3055
10007787,The University of Buckingham,England,All,2020/21,Postgraduate (research),190
10007787,The University of Buckingham,England,All,2020/21,Postgraduate (taught),1070
10007787,The University of Buckingham,England,All,2020/21,First degree,1775
10007787,The University of Buckingham,England,All,2020/21,Other undergraduate,20
10007787,The University of Buckingham,England,All,2020/21,Total,3055
10007787,The University of Buckingham,England,South East,2019/20,Postgraduate (research),175
10007787,The University of Buckingham,England,South East,2019/20,Postgraduate (taught),930
10007787,The University of Buckingham,England,South East,2019/20,First degree,1975
10007787,The University of Buckingham,England,South East,2019/20,Other undergraduate,20
10007787,The University of Buckingham,England,South East,2019/20,Total,3100
10007787,The University of Buckingham,All,South East,2019/20,Postgraduate (research),175
10007787,The University of Buckingham,All,South East,2019/20,Postgraduate (taught),930
10007787,The University of Buckingham,All,South East,2019/20,First degree,1975
10007787,The University of Buckingham,All,South East,2019/20,Other undergraduate,20
10007787,The University of Buckingham,All,South East,2019/20,Total,3100
10007787,The University of Buckingham,All,All,2019/20,Postgraduate (research),175
10007787,The University of Buckingham,All,All,2019/20,Postgraduate (taught),930
10007787,The University of Buckingham,All,All,2019/20,First degree,1975
10007787,The University of Buckingham,All,All,2019/20,Other undergraduate,20
10007787,The University of Buckingham,All,All,2019/20,Total,3100
10007787,The University of Buckingham,England,All,2019/20,Postgraduate (research),175
10007787,The University of Buckingham,England,All,2019/20,Postgraduate (taught),930
10007787,The University of Buckingham,England,All,2019/20,First degree,1975
10007787,The University of Buckingham,England,All,2019/20,Other undergraduate,20
10007787,The University of Buckingham,England,All,2019/20,Total,3100
10007787,The University of Buckingham,England,South East,2018/19,Postgraduate (research),175
10007787,The University of Buckingham,England,South East,2018/19,Postgraduate (taught),1035
10007787,The University of Buckingham,England,South East,2018/19,First degree,1320
10007787,The University of Buckingham,England,South East,2018/19,Other undergraduate,0
10007787,The University of Buckingham,England,South East,2018/19,Total,2530
10007787,The University of Buckingham,All,South East,2018/19,Postgraduate (research),175
10007787,The University of Buckingham,All,South East,2018/19,Postgraduate (taught),1035
10007787,The University of Buckingham,All,South East,2018/19,First degree,1320
10007787,The University of Buckingham,All,South East,2018/19,Other undergraduate,0
10007787,The University of Buckingham,All,South East,2018/19,Total,2530
10007787,The University of Buckingham,All,All,2018/19,Postgraduate (research),175
10007787,The University of Buckingham,All,All,2018/19,Postgraduate (taught),1035
10007787,The University of Buckingham,All,All,2018/19,First degree,1320
10007787,The University of Buckingham,All,All,2018/19,Other undergraduate,0
10007787,The University of Buckingham,All,All,2018/19,Total,2530
10007787,The University of Buckingham,England,All,2018/19,Postgraduate (research),175
10007787,The University of Buckingham,England,All,2018/19,Postgraduate (taught),1035
10007787,The University of Buckingham,England,All,2018/19,First degree,1320
10007787,The University of Buckingham,England,All,2018/19,Other undergraduate,0
10007787,The University of Buckingham,England,All,2018/19,Total,2530
10007787,The University of Buckingham,England,South East,2017/18,Postgraduate (research),170
10007787,The University of Buckingham,England,South East,2017/18,Postgraduate (taught),1035
10007787,The University of Buckingham,England,South East,2017/18,First degree,1220
10007787,The University of Buckingham,England,South East,2017/18,Other undergraduate,0
10007787,The University of Buckingham,England,South East,2017/18,Total,2425
10007787,The University of Buckingham,All,South East,2017/18,Postgraduate (research),170
10007787,The University of Buckingham,All,South East,2017/18,Postgraduate (taught),1035
10007787,The University of Buckingham,All,South East,2017/18,First degree,1220
10007787,The University of Buckingham,All,South East,2017/18,Other undergraduate,0
10007787,The University of Buckingham,All,South East,2017/18,Total,2425
10007787,The University of Buckingham,All,All,2017/18,Postgraduate (research),170
10007787,The University of Buckingham,All,All,2017/18,Postgraduate (taught),1035
10007787,The University of Buckingham,All,All,2017/18,First degree,1220
10007787,The University of Buckingham,All,All,2017/18,Other undergraduate,0
10007787,The University of Buckingham,All,All,2017/18,Total,2425
10007787,The University of Buckingham,England,All,2017/18,Postgraduate (research),170
10007787,The University of Buckingham,England,All,2017/18,Postgraduate (taught),1035
10007787,The University of Buckingham,England,All,2017/18,First degree,1220
10007787,The University of Buckingham,England,All,2017/18,Other undergraduate,0
10007787,The University of Buckingham,England,All,2017/18,Total,2425
10007787,The University of Buckingham,England,South East,2016/17,Postgraduate (research),175
10007787,The University of Buckingham,England,South East,2016/17,Postgraduate (taught),475
10007787,The University of Buckingham,England,South East,2016/17,First degree,1100
10007787,The University of Buckingham,England,South East,2016/17,Other undergraduate,0
10007787,The University of Buckingham,England,South East,2016/17,Total,1745
10007787,The University of Buckingham,All,South East,2016/17,Postgraduate (research),175
10007787,The University of Buckingham,All,South East,2016/17,Postgraduate (taught),475
10007787,The University of Buckingham,All,South East,2016/17,First degree,1100
10007787,The University of Buckingham,All,South East,2016/17,Other undergraduate,0
10007787,The University of Buckingham,All,South East,2016/17,Total,1745
