UKPRN,HE provider,Academic Year,Level of study,Number
10007843.0,"St Mary's University, Twickenham",2017/18,Other undergraduate,325
10007843.0,"St Mary's University, Twickenham",2016/17,Postgraduate (research),50
10007843.0,"St Mary's University, Twickenham",2016/17,Postgraduate (taught),805
10007843.0,"St Mary's University, Twickenham",2016/17,First degree,3585
10007843.0,"St Mary's University, Twickenham",2016/17,Other undergraduate,340
10007843.0,"St Mary's University, Twickenham",2015/16,Postgraduate (research),45
10007843.0,"St Mary's University, Twickenham",2015/16,Postgraduate (taught),735
10007843.0,"St Mary's University, Twickenham",2015/16,First degree,3530
10007843.0,"St Mary's University, Twickenham",2015/16,Other undergraduate,335
10007843.0,"St Mary's University, Twickenham",2014/15,Postgraduate (research),45
10007843.0,"St Mary's University, Twickenham",2014/15,Postgraduate (taught),785
10007843.0,"St Mary's University, Twickenham",2014/15,First degree,3335
10007843.0,"St Mary's University, Twickenham",2014/15,Other undergraduate,315
10007156.0,The University of Salford,2020/21,Postgraduate (research),355
10007156.0,The University of Salford,2020/21,Postgraduate (taught),2890
10007156.0,The University of Salford,2020/21,First degree,16565
10007156.0,The University of Salford,2020/21,Other undergraduate,495
10007156.0,The University of Salford,2019/20,Postgraduate (research),400
10007156.0,The University of Salford,2019/20,Postgraduate (taught),2080
10007156.0,The University of Salford,2019/20,First degree,15535
10007156.0,The University of Salford,2019/20,Other undergraduate,555
10007156.0,The University of Salford,2018/19,Postgraduate (research),380
10007156.0,The University of Salford,2018/19,Postgraduate (taught),2010
10007156.0,The University of Salford,2018/19,First degree,14905
10007156.0,The University of Salford,2018/19,Other undergraduate,530
10007156.0,The University of Salford,2017/18,Postgraduate (research),510
10007156.0,The University of Salford,2017/18,Postgraduate (taught),2000
10007156.0,The University of Salford,2017/18,First degree,14255
10007156.0,The University of Salford,2017/18,Other undergraduate,365
10007156.0,The University of Salford,2016/17,Postgraduate (research),540
10007156.0,The University of Salford,2016/17,Postgraduate (taught),2115
10007156.0,The University of Salford,2016/17,First degree,13715
10007156.0,The University of Salford,2016/17,Other undergraduate,400
10007156.0,The University of Salford,2015/16,Postgraduate (research),675
10007156.0,The University of Salford,2015/16,Postgraduate (taught),2010
10007156.0,The University of Salford,2015/16,First degree,13970
10007156.0,The University of Salford,2015/16,Other undergraduate,375
10007156.0,The University of Salford,2014/15,Postgraduate (research),625
10007156.0,The University of Salford,2014/15,Postgraduate (taught),1820
10007156.0,The University of Salford,2014/15,First degree,13280
10007156.0,The University of Salford,2014/15,Other undergraduate,325
10021256.0,The Salvation Army,2020/21,Postgraduate (research),0
10021256.0,The Salvation Army,2020/21,Postgraduate (taught),0
10021256.0,The Salvation Army,2020/21,First degree,0
10021256.0,The Salvation Army,2020/21,Other undergraduate,30
10021256.0,The Salvation Army,2019/20,Postgraduate (research),0
10021256.0,The Salvation Army,2019/20,Postgraduate (taught),0
10021256.0,The Salvation Army,2019/20,First degree,0
10021256.0,The Salvation Army,2019/20,Other undergraduate,35
10021256.0,The Salvation Army,2018/19,Postgraduate (research),0
10021256.0,The Salvation Army,2018/19,Postgraduate (taught),0
10021256.0,The Salvation Army,2018/19,First degree,0
10021256.0,The Salvation Army,2018/19,Other undergraduate,35
10021256.0,The Salvation Army,2017/18,Postgraduate (research),0
10021256.0,The Salvation Army,2017/18,Postgraduate (taught),0
10021256.0,The Salvation Army,2017/18,First degree,0
10021256.0,The Salvation Army,2017/18,Other undergraduate,40
10021256.0,The Salvation Army,2016/17,Postgraduate (research),0
10021256.0,The Salvation Army,2016/17,Postgraduate (taught),0
10021256.0,The Salvation Army,2016/17,First degree,0
10021256.0,The Salvation Army,2016/17,Other undergraduate,50
10021256.0,The Salvation Army,2015/16,Postgraduate (research),0
10021256.0,The Salvation Army,2015/16,Postgraduate (taught),0
10021256.0,The Salvation Army,2015/16,First degree,0
10021256.0,The Salvation Army,2015/16,Other undergraduate,55
10008362.0,London School of Science and Technology Limited,2020/21,Postgraduate (research),0
10008362.0,London School of Science and Technology Limited,2020/21,Postgraduate (taught),0
10008362.0,London School of Science and Technology Limited,2020/21,First degree,540
10008362.0,London School of Science and Technology Limited,2020/21,Other undergraduate,15
10008362.0,London School of Science and Technology Limited,2019/20,Postgraduate (research),0
10008362.0,London School of Science and Technology Limited,2019/20,Postgraduate (taught),0
10008362.0,London School of Science and Technology Limited,2019/20,First degree,825
10008362.0,London School of Science and Technology Limited,2019/20,Other undergraduate,65
10008362.0,London School of Science and Technology Limited,2018/19,Postgraduate (research),0
10008362.0,London School of Science and Technology Limited,2018/19,Postgraduate (taught),0
10008362.0,London School of Science and Technology Limited,2018/19,First degree,1175
10008362.0,London School of Science and Technology Limited,2018/19,Other undergraduate,315
10008362.0,London School of Science and Technology Limited,2017/18,Postgraduate (research),0
10008362.0,London School of Science and Technology Limited,2017/18,Postgraduate (taught),0
10008362.0,London School of Science and Technology Limited,2017/18,First degree,575
10008362.0,London School of Science and Technology Limited,2017/18,Other undergraduate,1250
10008362.0,London School of Science and Technology Limited,2016/17,Postgraduate (research),0
10008362.0,London School of Science and Technology Limited,2016/17,Postgraduate (taught),0
10008362.0,London School of Science and Technology Limited,2016/17,First degree,105
10008362.0,London School of Science and Technology Limited,2016/17,Other undergraduate,1590
10008362.0,London School of Science and Technology Limited,2015/16,Postgraduate (research),0
10008362.0,London School of Science and Technology Limited,2015/16,Postgraduate (taught),0
10008362.0,London School of Science and Technology Limited,2015/16,First degree,140
10008362.0,London School of Science and Technology Limited,2015/16,Other undergraduate,1265
10008362.0,London School of Science and Technology Limited,2014/15,Postgraduate (research),0
10008362.0,London School of Science and Technology Limited,2014/15,Postgraduate (taught),0
10008362.0,London School of Science and Technology Limited,2014/15,First degree,45
10008362.0,London School of Science and Technology Limited,2014/15,Other undergraduate,1105
10007780.0,SOAS University of London,2020/21,Postgraduate (research),340
10007780.0,SOAS University of London,2020/21,Postgraduate (taught),1565
10007780.0,SOAS University of London,2020/21,First degree,2895
10007780.0,SOAS University of London,2020/21,Other undergraduate,65
10007780.0,SOAS University of London,2019/20,Postgraduate (research),365
10007780.0,SOAS University of London,2019/20,Postgraduate (taught),1645
10007780.0,SOAS University of London,2019/20,First degree,2575
10007780.0,SOAS University of London,2019/20,Other undergraduate,100
10007780.0,SOAS University of London,2018/19,Postgraduate (research),425
10007780.0,SOAS University of London,2018/19,Postgraduate (taught),1745
10007780.0,SOAS University of London,2018/19,First degree,2480
10007780.0,SOAS University of London,2018/19,Other undergraduate,110
10007780.0,SOAS University of London,2017/18,Postgraduate (research),435
10007780.0,SOAS University of London,2017/18,Postgraduate (taught),1675
10007780.0,SOAS University of London,2017/18,First degree,2805
10007780.0,SOAS University of London,2017/18,Other undergraduate,235
10007780.0,SOAS University of London,2016/17,Postgraduate (research),435
10007780.0,SOAS University of London,2016/17,Postgraduate (taught),1705
10007780.0,SOAS University of London,2016/17,First degree,2895
10007780.0,SOAS University of London,2016/17,Other undergraduate,270
10007780.0,SOAS University of London,2015/16,Postgraduate (research),460
10007780.0,SOAS University of London,2015/16,Postgraduate (taught),1465
10007780.0,SOAS University of London,2015/16,First degree,2825
10007780.0,SOAS University of London,2015/16,Other undergraduate,285
10007780.0,SOAS University of London,2014/15,Postgraduate (research),480
10007780.0,SOAS University of London,2014/15,Postgraduate (taught),1480
10007780.0,SOAS University of London,2014/15,First degree,2640
10007780.0,SOAS University of London,2014/15,Other undergraduate,250
10005700.0,SRUC,2020/21,Postgraduate (research),0
10005700.0,SRUC,2020/21,Postgraduate (taught),40
10005700.0,SRUC,2020/21,First degree,520
10005700.0,SRUC,2020/21,Other undergraduate,905
10005700.0,SRUC,2019/20,Postgraduate (research),0
10005700.0,SRUC,2019/20,Postgraduate (taught),45
10005700.0,SRUC,2019/20,First degree,455
10005700.0,SRUC,2019/20,Other undergraduate,815
10005700.0,SRUC,2018/19,Postgraduate (research),0
10005700.0,SRUC,2018/19,Postgraduate (taught),35
10005700.0,SRUC,2018/19,First degree,555
10005700.0,SRUC,2018/19,Other undergraduate,850
10005700.0,SRUC,2017/18,Postgraduate (research),0
10005700.0,SRUC,2017/18,Postgraduate (taught),50
10005700.0,SRUC,2017/18,First degree,570
10005700.0,SRUC,2017/18,Other undergraduate,810
10005700.0,SRUC,2016/17,Postgraduate (research),0
10005700.0,SRUC,2016/17,Postgraduate (taught),50
10005700.0,SRUC,2016/17,First degree,580
10005700.0,SRUC,2016/17,Other undergraduate,810
10005700.0,SRUC,2015/16,Postgraduate (research),0
10005700.0,SRUC,2015/16,Postgraduate (taught),25
10005700.0,SRUC,2015/16,First degree,690
10005700.0,SRUC,2015/16,Other undergraduate,700
10005700.0,SRUC,2014/15,Postgraduate (research),0
10005700.0,SRUC,2014/15,Postgraduate (taught),25
10005700.0,SRUC,2014/15,First degree,620
10005700.0,SRUC,2014/15,Other undergraduate,780
10005790.0,Sheffield Hallam University,2020/21,Postgraduate (research),315
10005790.0,Sheffield Hallam University,2020/21,Postgraduate (taught),4020
10005790.0,Sheffield Hallam University,2020/21,First degree,21940
10005790.0,Sheffield Hallam University,2020/21,Other undergraduate,735
10005790.0,Sheffield Hallam University,2019/20,Postgraduate (research),335
10005790.0,Sheffield Hallam University,2019/20,Postgraduate (taught),3565
10005790.0,Sheffield Hallam University,2019/20,First degree,21605
10005790.0,Sheffield Hallam University,2019/20,Other undergraduate,845
10005790.0,Sheffield Hallam University,2018/19,Postgraduate (research),305
10005790.0,Sheffield Hallam University,2018/19,Postgraduate (taught),3250
10005790.0,Sheffield Hallam University,2018/19,First degree,21985
10005790.0,Sheffield Hallam University,2018/19,Other undergraduate,875
10005790.0,Sheffield Hallam University,2017/18,Postgraduate (research),325
10005790.0,Sheffield Hallam University,2017/18,Postgraduate (taught),3305
10005790.0,Sheffield Hallam University,2017/18,First degree,21465
10005790.0,Sheffield Hallam University,2017/18,Other undergraduate,1440
10005790.0,Sheffield Hallam University,2016/17,Postgraduate (research),345
10005790.0,Sheffield Hallam University,2016/17,Postgraduate (taught),2980
10005790.0,Sheffield Hallam University,2016/17,First degree,21415
10005790.0,Sheffield Hallam University,2016/17,Other undergraduate,1370
10005790.0,Sheffield Hallam University,2015/16,Postgraduate (research),380
10005790.0,Sheffield Hallam University,2015/16,Postgraduate (taught),2990
10005790.0,Sheffield Hallam University,2015/16,First degree,21260
10005790.0,Sheffield Hallam University,2015/16,Other undergraduate,1405
10005790.0,Sheffield Hallam University,2014/15,Postgraduate (research),335
10005790.0,Sheffield Hallam University,2014/15,Postgraduate (taught),3080
10005790.0,Sheffield Hallam University,2014/15,First degree,21130
10005790.0,Sheffield Hallam University,2014/15,Other undergraduate,1365
10007157.0,The University of Sheffield,2020/21,Postgraduate (research),2265
10007157.0,The University of Sheffield,2020/21,Postgraduate (taught),6895
10007157.0,The University of Sheffield,2020/21,First degree,18440
10007157.0,The University of Sheffield,2020/21,Other undergraduate,525
10007157.0,The University of Sheffield,2019/20,Postgraduate (research),2350
10007157.0,The University of Sheffield,2019/20,Postgraduate (taught),7195
10007157.0,The University of Sheffield,2019/20,First degree,17710
10007157.0,The University of Sheffield,2019/20,Other undergraduate,585
10007157.0,The University of Sheffield,2018/19,Postgraduate (research),2440
10007157.0,The University of Sheffield,2018/19,Postgraduate (taught),6495
10007157.0,The University of Sheffield,2018/19,First degree,18315
10007157.0,The University of Sheffield,2018/19,Other undergraduate,435
10007157.0,The University of Sheffield,2017/18,Postgraduate (research),2435
